,condition,label,sentence
355,maitre,positive,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.
356,reservation,negative,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.
357,service,positive,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.
358,panang duck,positive,"Order the panang duck, it's fantastic."
359,food,positive,"Order the panang duck, it's fantastic."
360,Food,conflict,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
361,raw vegatables,negative,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
362,food,conflict,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
363,service,negative,"Other than the crappy service from two individuals, it's great."
364,service,conflict,"Other than the crappy service from two individuals, it's great."
365,anecdotes/miscellaneous,positive,What more can you ask for?
366,anecdotes/miscellaneous,neutral,Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.
367,Indian,positive,They have authentic Indian at amazin prices.
368,prices,positive,They have authentic Indian at amazin prices.
369,food,positive,They have authentic Indian at amazin prices.
370,price,positive,They have authentic Indian at amazin prices.
371,service,positive,You are treated just like royality.
372,ambience,conflict,"There's nice and quiet, small but enough for 6 (or more)."
373,Ambiance,positive,Ambiance- relaxed and stylish.
374,ambience,positive,Ambiance- relaxed and stylish.
375,anecdotes/miscellaneous,negative,I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.
376,BBQ Salmon,positive,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck."
377,Sea Bass,positive,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck."
378,Crispy Duck,positive,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck."
379,food,positive,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck."
380,ingredients,positive,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right."
381,ingredients,positive,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right."
382,pizza,negative,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right."
383,crust,neutral,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right."
384,food,negative,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right."
385,ambience,negative,"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is)."
386,kababs,positive,and yes Dal Bukhara is so dam good and so are all the kababs.
387,Dal Bukhara,positive,and yes Dal Bukhara is so dam good and so are all the kababs.
388,food,positive,and yes Dal Bukhara is so dam good and so are all the kababs.
389,eating,positive,I look forward to eating here again
390,anecdotes/miscellaneous,positive,I look forward to eating here again
391,taste,positive,I've been coming here as a child and always come back for the taste.
392,food,positive,I've been coming here as a child and always come back for the taste.
393,meal,positive,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.
394,price,positive,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.
395,food,positive,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.
396,ambience,positive,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.
397,price,positive,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.
398,glass of prosecco,positive,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy."
399,mussels,positive,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy."
400,glass of Leaping Lizard,positive,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy."
401,food,positive,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy."
402,Food,neutral,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene."
403,creme brulee,negative,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene."
404,sugar,negative,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene."
405,food,negative,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene."
406,food,positive,The food always tastes fresh and served promptly.
407,served,positive,The food always tastes fresh and served promptly.
408,food,positive,The food always tastes fresh and served promptly.
409,service,positive,The food always tastes fresh and served promptly.
410,anecdotes/miscellaneous,neutral,I know because I live nearby.
411,pizza,positive,The pizza here is delicious.
412,food,positive,The pizza here is delicious.
413,anecdotes/miscellaneous,negative,My entire family was horrified.
414,anecdotes/miscellaneous,neutral,On a monthly basis my friends and I get together and have a girls night out.
415,Pizza,positive,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!"
