text,condition,label,score
"The Food A good way to judge a Thai spot is by its green curry: The all-Thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.",green curry,Neutral,1
"The Food A good way to judge a Thai spot is by its green curry: The all-Thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.",staff,Neutral,1
"The Food A good way to judge a Thai spot is by its green curry: The all-Thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.",meat,Neutral,1
"The Food A good way to judge a Thai spot is by its green curry: The all-Thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.",shoots,Positive,2
"The food is right out of heaven, arrive hungry because the portions are huge but not the prices.",food,Positive,2
"The food is right out of heaven, arrive hungry because the portions are huge but not the prices.",portions,Positive,2
"The food is right out of heaven, arrive hungry because the portions are huge but not the prices.",prices,Negative,0
"Even at lunch, when lawyers and publishers flock in to wheel and deal over the justly-popular lunch buffet, the atmosphere remains serene.",justly-popular lunch buffet,Neutral,1
"Even at lunch, when lawyers and publishers flock in to wheel and deal over the justly-popular lunch buffet, the atmosphere remains serene.",atmosphere,Positive,2
And to end the meal try some hazelnut gelato.,meal,Neutral,1
And to end the meal try some hazelnut gelato.,gelato,Positive,2
"The menu showcases Thai-French favorites: fresh chopped hai (white fish) and salmon with Chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.",menu,Neutral,1
"The menu showcases Thai-French favorites: fresh chopped hai (white fish) and salmon with Chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.",chopped hai (white fish),Positive,2
"The menu showcases Thai-French favorites: fresh chopped hai (white fish) and salmon with Chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.",octopus sauteed with ground pork,Positive,2
"The menu showcases Thai-French favorites: fresh chopped hai (white fish) and salmon with Chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.",rabe,Neutral,1
"The menu showcases Thai-French favorites: fresh chopped hai (white fish) and salmon with Chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.",lime juice,Neutral,1
"From having an appetizer, a glass of wine and reading a magazine to sitting by a table to work on my grades, to meeting other fellow teachers for a book club to partying with the owners all my experiences at Futura have always been extremely postive!",appetizer,Neutral,1
"From having an appetizer, a glass of wine and reading a magazine to sitting by a table to work on my grades, to meeting other fellow teachers for a book club to partying with the owners all my experiences at Futura have always been extremely postive!",glass of wine,Neutral,1
"From having an appetizer, a glass of wine and reading a magazine to sitting by a table to work on my grades, to meeting other fellow teachers for a book club to partying with the owners all my experiences at Futura have always been extremely postive!",table,Neutral,1
"From having an appetizer, a glass of wine and reading a magazine to sitting by a table to work on my grades, to meeting other fellow teachers for a book club to partying with the owners all my experiences at Futura have always been extremely postive!",owners,Positive,2
Please try to order a dish that is served with the corn cake.,dish,Positive,2
Please try to order a dish that is served with the corn cake.,corn cake,Neutral,1
This past Memorial day weekend was hot and I asked the waiter why was the air condition not working and he responded doens't know why.,waiter,Negative,0
This past Memorial day weekend was hot and I asked the waiter why was the air condition not working and he responded doens't know why.,air,Neutral,1
The place was practically empty when my friends and I got there for dinner.,place,Negative,0
The place was practically empty when my friends and I got there for dinner.,dinner,Neutral,1
"The wine list is short and the wine glasses suck (not spigleau or riedel, in addition they are small for the big italian wines on the menu).",wine list,Negative,0
"The wine list is short and the wine glasses suck (not spigleau or riedel, in addition they are small for the big italian wines on the menu).",italian wines,Positive,2
"The wine list is short and the wine glasses suck (not spigleau or riedel, in addition they are small for the big italian wines on the menu).",menu,Neutral,1
Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.,drinks,Positive,2
Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.,service,Negative,0
We ate here once and the waiter was very aggressive about pushing the specials instead of what was on the menu.,waiter,Negative,0
We ate here once and the waiter was very aggressive about pushing the specials instead of what was on the menu.,menu,Neutral,1
On the table you will also find individual bottles of fine imported olive oil which we put on the bread-fantastic!,table,Neutral,1
On the table you will also find individual bottles of fine imported olive oil which we put on the bread-fantastic!,olive oil,Positive,2
