text,condition,label,score
"Most everything is fine with this machine : speed , capacity , build .",speed,Positive,2
"I also got the added bonus of a 30"" HD Monitor , which really helps to extend my screen and keep my eyes fresh !","30"" HD Monitor",Positive,2
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures .,Temperatures,Neutral,1
my niece and nephew have played a few web games and it runs anything that does n't require a dedicated video card .,video card,Neutral,1
"Great Laptop for the price , works well with action pack games .",action pack games,Neutral,1
"-RRB- I also purchased Applecare for $ 300 , which is a three year extended warranty , since I ve never seen any laptop that lasted more than two .",Applecare,Neutral,1
Keyboard is great but primary and secondary control buttons could be more durable .,Keyboard,Positive,2
The machine is slow to boot up and occasionally crashes completely .,boot up,Negative,0
It was very easy to just pick up and use -- It did not take long to get used to the Mac OS .,use,Positive,2
It has a .1 ghz faster processor and a stock 500gb hard drive .,500gb hard drive,Positive,2
You have to toss out the wifi card and replace it just to have any sort of network capability .,network capability,Negative,0
I am enjoying it and the quality it provides is great !,quality,Positive,2
"Ca n't close the 2nd HDD bay since there are brackets you have to break off -LRB- even then , it still does n't shut -RRB- That could be a major flaw for the dual HDD user .",HDD bay,Negative,0
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it .,Mozzilla firfox,Positive,2
I also did not like the loud noises it made or how the bottom of the computer would get really hot .,bottom of the computer,Negative,0
"Crisp screen , great battery life , and plenty of storage .",screen,Positive,2
Excellent speed for processing data .,speed,Positive,2
"i use my mac all the time , i love the software , the way it takes a short time to load things , how easy it is to use and most of all how you do n't have to worry about viruses .",software,Positive,2
-RRB- And printing from either word processor is an adventure .,word processor,Negative,0
I especially like the keyboard which has chiclet type keys .,keys,Positive,2
I just took the broken cords into the Apple store and they gave me new ones .,cords,Positive,2
"I do transcription work on the side , and the flatline keyboard makes typing quick and easy as well .",flatline keyboard,Positive,2
"Also consider the MS Office apps are all trial versions , hope you have your own copies .",MS Office apps,Negative,0
"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one , so back it went to get the correct drive .",disc drive,Negative,0
BUT there 's this application called Boot Camp which allows you to add another OS X like Windows .,OS X,Neutral,1
the mouse is way way way to sensitve .,mouse,Negative,0
"Also , one of the users mentioned how the edges on the macbook is sharp , if you have money to spend on one of the incase shells , it does n't seem to be a problem .",edges,Negative,0
"The Final Cut Pro on this laptop is so fast and easy , and I can use this to seemlessly transfer all my work to my home computer , which is also a mac .",Final Cut Pro,Positive,2
"While most people say that PCs hold functionality and value and Macs are just pretty to look at , I think there 's something to be said about the simplicity of Macs .",simplicity,Positive,2
"My MacBook Pro works like a dream , it has never overheated , or even been slightly warm for that matter .",works,Positive,2
It gives me the power and speed that I need to run all the programs I use to edit .,speed,Positive,2
Keyboard is plastic and spongey feeling .,Keyboard,Negative,0
apple has a reputation and is well known for its easy usage .,usage,Positive,2
The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary .,powerpoint,Positive,2
The processor is very quick and effective as I load webpages and applications .,load,Positive,2
They say that this will invalidate the warranty on the hard drive -LRB- I do n't really understand why but anyway -RRB- .,warranty,Negative,0
Very good quality and well made .,quality,Positive,2
You will need them if you want to reload the OS -LRB- I recommend doing if you can to start fresh and optimal -RRB- .,OS,Neutral,1
"There is no cd drive on the computer , which defeats the purpose of keeping files on a cd .",cd drive,Negative,0
"Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .",Office,Positive,2
I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core .,Windows 7,Positive,2
Enjoy that Toshib force and durability unparalleled,durability,Positive,2
It 's also very capable of doing moderate video editing -LRB- although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing -RRB- .,performance,Negative,0
"In desparation , I called their Customer Service number and was told that my warranty had expired -LRB- 2 days old -RRB- and that the priviledge of talking to a technician would cost me -LRB- `` have your credit card ready '' -RRB- .",talking to a technician,Negative,0
and plenty of storage with 250 gb -LRB- though I will upgrade this and the ram . . -RRB-,ram,Neutral,1
"As a die-hard Windows enthusiast , I shunned the idea of a Mac until this point .",Windows,Positive,2
